,mw,0.7915242483185391,214,piaffe	0.7907082773487516	85,states	1.0	971
1661,rectangular,0.3294457752424327,8.0,,
1662,populate,0.3293888186121219,6.0,,
1663,fluent,0.3293433018753775,5.0,,
1664,proportional,0.3293013246669051,13.0,,
1665,circuit,0.3292751075246228,46.0,,
1666,regulatory,0.3291350114518924,17.0,,
1667,swedish,0.3291293019133462,14.0,,
1668,orientation,0.3290950589239848,17.0,,
1669,symmetric,0.3290711033453084,5.0,,
1670,minimise,0.3288390115314195,14.0,,
1671,article,0.3286134811440053,134.0,,
1672,obstruction,0.3285145178337512,8.0,,
1673,flap,0.3284178714281149,13.0,,
1674,plot,0.3282816779501581,37.0,,
1675,toronto,0.3282636404383863,6.0,,
1676,level,0.3281390800573845,535.0,,
1677,graph,0.328097113713459,20.0,,
1678,diagram,0.3277591785894705,25.0,,
1679,estimate,0.3277262682177459,142.0,,
1680,device,0.327639136237964,69.0,,
1681,approval,0.3276249067510968,55.0,,
1682,cot,0.3276009690764411,8.0,,
1683,joint,0.3274719782487331,107.0,,
1684,identification,0.327431430613637,31.0,,
1685,expansion,0.3273999243750213,49.0,,
1686,polar,0.327091804001411,9.0,,
1687,accomplish,0.327023754539552,17.0,,
1688,robinson,0.3269473139314765,20.0,,
1689,beatrice,0.3268176433749156,5.0,,
1690,comply,0.326808394570952,28.0,,
1691,surface,0.3268067778300139,143.0,,
1692,significant,0.3266378124028369,161.0,,
1693,system,0.3266206534583274,822.0,,
1694,susceptible,0.3265879785836107,9.0,,
1695,qc,0.3264858030622397,7.0,,
1696,farmland,0.3264307185019836,5.0,,
1697,defective,0.3263665329052085,10.0,,
1698,del,0.3262442343783086,11.0,,
1699,vulnerable,0.3262224280784985,32.0,,
1700,self,0.3261361722036755,50.0,,
1701,current,0.3260668409934394,198.0,,
1702,approve,0.3259793766048703,83.0,,
1703,distance,0.3258793067278791,104.0,,
1704,alignment,0.3258470464842873,7.0,,
1705,squirrel,0.3257926890445377,5.0,,
1706,identify,0.3257631682619823,176.0,,
1707,strategic,0.3257135278599772,40.0,,
1708,condition,0.3257097095839961,319.0,,
1709,health,0.3255814885530596,321.0,,
1710,obstacle,0.3254908183622191,18.0,,
1711,combination,0.3254678296487075,70.0,,
1712,review,0.3254131681428614,172.0,,
1713,usage,0.3254065018628831,17.0,,
1714,fax,0.3253196667260513,20.0,,
1715,quantitative,0.3251943100677407,12.0,,
1716,conserve,0.3251074488760446,9.0,,
1717,texas,0.3250380728177216,13.0,,
1718,sweden,0.3249757199056075,20.0,,
1719,cluster,0.3249226682173339,27.0,,
1720,residence,0.324882342010244,24.0,,
1721,phase,0.3248201907570223,80.0,,
1722,procedure,0.3247986955808857,143.0,,
1723,intensity,0.3247553003001464,22.0,,
1724,limitation,0.3247359710252768,35.0,,
1725,below,0.3246726478045936,182.0,,
1726,permanent,0.3246630286645608,58.0,,
1727,depict,0.3245805178159956,19.0,,
1728,non,0.3245723866639003,16.0,,
1729,governmental,0.3245723866639003,8.0,,
1730,active,0.3243982909180317,93.0,,
1731,algorithm,0.3242337296817048,10.0,,
1732,hearing,0.324224484922561,73.0,,
1733,temporal,0.3241549061824148,7.0,,
1734,augment,0.3241549061824148,7.0,,
1735,dustin,0.3240500089528815,5.0,,
1736,ascertain,0.3239168337822546,11.0,,
1737,anatomy,0.3239075992003828,6.0,,
1738,relate,0.323905526374925,98.0,,
1739,harness,0.3238614528976897,11.0,,
1740,description,0.323681738557277,83.0,,
1741,conventional,0.3235709039399742,49.0,,
1742,overall,0.3234547041582083,100.0,,
1743,illustrate,0.3234079190669883,73.0,,
1744,zone,0.3232401618630079,47.0,,
1745,vertically,0.3229621984340218,5.0,,
1746,scientific,0.3227948446592484,72.0,,
1747,cost,0.3226920358779352,457.0,,
1748,consistent,0.3226362275297734,38.0,,
1749,resource,0.3225577194515436,163.0,,
1750,mandatory,0.3225062482501217,12.0,,
1751,default,0.3224865221516962,15.0,,
1752,harmful,0.3224273924063366,10.0,,
1753,n,0.3224175445202633,120.0,,
1754,substantially,0.3224076986524063,21.0,,
1755,objective,0.3224005392884053,110.0,,
1756,warranty,0.3223898022424247,11.0,,
1757,associate,0.3222780055120139,141.0,,
1758,notify,0.3222602522593109,12.0,,
1759,significantly,0.3221305272372375,51.0,,
1760,sensitive,0.3220821339274134,44.0,,
1761,technological,0.3220741341085556,20.0,,
1762,outcome,0.3218484034879286,56.0,,
1763,prof,0.3218206089184289,6.0,,
1764,pearce,0.3217650679734684,7.0,,
1765,minimum,0.3217282278635964,61.0,,
1766,secure,0.3217202548068796,91.0,,
1767,recommend,0.3216861394764633,78.0,,
1768,nest,0.3215619654294597,27.0,,
1769,yield,0.3214701248061254,47.0,,
1770,expert,0.321446321014287,88.0,,
1771,rigid,0.3214331639795504,17.0,,
1772,integral,0.3213945907843509,15.0,,
1773,deployment,0.3213505450218891,7.0,,
1774,ci,0.3213367889983047,6.0,,
1775,withstand,0.3213367889983047,6.0,,
1776,transmit,0.3212886739096159,20.0,,
1777,extract,0.3212553916692547,39.0,,
1778,proton,0.3212021879959988,5.0,,
1779,aerial,0.3211126630441566,9.0,,
1780,stream,0.3210696281421028,46.0,,
1781,correlate,0.3210140301365363,11.0,,
1782,inscribe,0.3209723171649207,5.0,,
1783,dependant,0.3209723171649207,5.0,,
1784,coastal,0.320958829542137,17.0,,
1785,protective,0.3209341120638695,15.0,,
1786,costa,0.3208577928865171,7.0,,
1787,perform,0.3207563407422582,107.0,,
1788,spreadsheet,0.3207435409609946,10.0,,
1789,commence,0.3206675236792485,18.0,,
1790,occurrence,0.3206082187562258,16.0,,
1791,ventilation,0.3205320769810189,7.0,,
1792,friction,0.3203835253426507,6.0,,
1793,mast,0.3202892310787394,7.0,,
1794,photo,0.3202186316361447,24.0,,
1795,base,0.3201472714501254,326.0,,
1796,additional,0.3200924680240165,86.0,,
1797,undergo,0.3200476065356987,14.0,,
1798,da,0.3199512959547509,20.0,,
1799,mod,0.319820516023991,6.0,,
1800,incentive,0.3198101518966635,27.0,,
1801,contractor,0.3196343029535005,18.0,,
1802,documentation,0.3195282186442305,14.0,,
1803,control,0.3194700819752993,457.0,,
1804,lab,0.3194673260685354,15.0,,
1805,town,0.3194430951056144,243.0,,
1806,production,0.3192406068486978,185.0,,
1807,advancement,0.3191719036954518,6.0,,
1808,y,0.3191506692588453,52.0,,
1809,development,0.3190967779380948,426.0,,
1810,solution,0.3190018948217455,107.0,,
1811,abdominal,0.318622835867264,6.0,,
1812,remote,0.3185887265921072,32.0,,
1813,introduction,0.3185738660218474,78.0,,
1814,thailand,0.318513771320901,10.0,,
1815,type,0.3184570427686352,309.0,,
1816,relative,0.3184392906123433,95.0,,
1817,assemble,0.3182520371752584,22.0,,
1818,alter,0.3182255255163846,52.0,,
1819,equate,0.3182151142232373,8.0,,
1820,resolution,0.3182013068048234,49.0,,
1821,bay,0.318182903084223,42.0,,
1822,equipment,0.3181610118390962,100.0,,
1823,pipeline,0.3179452095131233,8.0,,
1824,unit,0.3177771173741347,199.0,,
1825,wake,0.317763482961946,51.0,,
1826,conductor,0.3177214414698384,9.0,,
1827,matrix,0.3177102803797568,16.0,,
1828,consolidate,0.3176959342157006,14.0,,
1829,cc,0.3175431744302727,5.0,,
1830,prevention,0.3171366911355732,17.0,,
1831,erosion,0.3170877879682135,14.0,,
1832,warsaw,0.3170123081223026,7.0,,
1833,define,0.3169835197990363,110.0,,
1834,supervisor,0.3169683329137036,12.0,,
1835,activity,0.3168527179010278,251.0,,
1836,table,0.3167682719529534,246.0,,
1837,residential,0.3167490586305457,32.0,,
1838,submit,0.3167240623177862,42.0,,
1839,independently,0.3166965813866169,15.0,,
1840,require,0.3166663931978183,330.0,,
1841,criterion,0.3166064911327069,57.0,,
1842,section,0.3165446182126436,255.0,,
1843,larger,0.3165190961075216,82.0,,
1844,keyword,0.316487243748044,7.0,,
1845,summarise,0.316487243748044,13.0,,
1846,symptom,0.3164220123571127,40.0,,
1847,mesh,0.3163829159936042,5.0,,
1848,affect,0.3163534432852573,152.0,,
1849,framework,0.3162386535290349,44.0,,
1850,trend,0.3162217562046321,51.0,,
1851,renew,0.3161478763465157,23.0,,
1852,cite,0.3159309707015663,28.0,,
1853,vessel,0.3158846069845237,31.0,,
1854,taller,0.3158818345049639,6.0,,
1855,operate,0.3158733618618914,142.0,,
1856,air,0.315856360260876,199.0,,
1857,reading,0.3158388815186068,8.0,,
1858,van,0.3158388815186068,48.0,,
1859,relocation,0.3157616627845331,5.0,,
1860,erect,0.3157253674576695,17.0,,
1861,federal,0.31571684048319,39.0,,
1862,archive,0.3156140062272097,16.0,,
1863,tool,0.315570730144347,57.0,,
1864,primarily,0.3155625595810551,33.0,,
1865,platform,0.3154248264780732,35.0,,
1866,von,0.315402940708031,10.0,,
1867,lightweight,0.3153082174110195,7.0,,
1868,aide,0.3152500188429817,5.0,,
1869,permit,0.315212533427907,57.0,,
1870,multiply,0.3151796033579615,13.0,,
1871,portion,0.3151673889547126,16.0,,
1872,status,0.3151576695057574,98.0,,
1873,conditioning,0.3151356460318267,8.0,,
1874,dutch,0.3151280308501279,25.0,,
1875,assumption,0.3150241648291301,58.0,,
1876,obtain,0.3149418538312351,134.0,,
1877,negative,0.3149359033728997,52.0,,
1878,spin,0.3148698302693146,20.0,,
1879,classification,0.3147689527266553,20.0,,
1880,improvement,0.3147554453748607,69.0,,
1881,magnetic,0.3145992007179378,16.0,,
1882,casting,0.3145929251105824,10.0,,
1883,float,0.3144425559360595,35.0,,
1884,guy,0.3144425559360595,53.0,,
1885,bolt,0.3144147613665599,18.0,,
1886,range,0.3142061919934953,245.0,,
1887,revolution,0.3142029399179481,50.0,,
1888,encompass,0.3141653312081472,9.0,,
1889,test,0.3141100777091988,222.0,,
1890,environment,0.3140945143712891,149.0,,
1891,tighten,0.3140438572823946,5.0,,
1892,heating,0.3140348342920328,22.0,,
1893,clearance,0.3139942517931758,10.0,,
1894,detector,0.31394469747002,9.0,,
1895,sampling,0.3138951942074844,10.0,,
1896,impairment,0.3136484401363326,5.0,,
1897,convert,0.3135719299656222,45.0,,
1898,theory,0.3135400921003212,167.0,,
1899,entire,0.3134928155302563,48.0,,
1900,en,0.3134192741929332,15.0,,
1901,fog,0.3133975057684375,9.0,,
1902,economically,0.3133539984871846,10.0,,
1903,minimal,0.3133120823187207,14.0,,
1904,acceleration,0.3131726252917997,7.0,,
1905,safeguard,0.3131137458869099,13.0,,
1906,insulation,0.3130451443262899,6.0,,
1907,literature,0.3130108802451901,52.0,,
1908,access,0.3129934890290364,116.0,,
1909,detection,0.3129641958454033,9.0,,
1910,qualitative,0.3129641958454033,6.0,,
1911,participate,0.3129347938175333,33.0,,
1912,study,0.3129227169634483,421.0,,
1913,ministry,0.3128744127655632,54.0,,
1914,annually,0.3126125535652766,11.0,,
1915,energetic,0.3125500302456243,7.0,,
1916,manufacture,0.3124973654176771,30.0,,
1917,drawing,0.3124813484440197,23.0,,
1918,weight,0.3124268976595148,97.0,,
1919,inherent,0.3124074930689213,13.0,,
1920,loss,0.3123026976209234,153.0,,
1921,elevate,0.3122758902034155,7.0,,
1922,higher,0.3121779373044298,161.0,,
1923,assembly,0.3119282580523689,57.0,,
1924,mount,0.3118966404717344,49.0,,
1925,directly,0.311852446739282,85.0,,
1926,compare,0.3118425204905267,127.0,,
1927,sediment,0.3118306444285159,11.0,,
1928,respective,0.3118055164431647,12.0,,
1929,deg,0.3117718287974845,41.0,,
1930,reduce,0.311699735679377,189.0,,
1931,physical,0.3116618332717529,93.0,,
1932,hypothesis,0.3115005435191481,16.0,,
1933,infinite,0.3114254177617911,9.0,,
1934,archer,0.3113285344812237,7.0,,
1935,gradient,0.3113285344812237,7.0,,
1936,addition,0.3112319890686438,104.0,,
1937,tariff,0.3112169883153948,12.0,,
1938,spa,0.3111546354032807,5.0,,
1939,risk,0.3110385888826252,144.0,,
1940,area,0.3110040245537333,562.0,,
1941,medium,0.3108969144330429,34.0,,
1942,procedural,0.3107954592529544,7.0,,
1943,biological,0.3105241868412442,19.0,,
1944,method,0.3105160954034078,171.0,,
1945,plane,0.3104683272483332,43.0,,
1946,gale,0.3104433337221272,6.0,,
1947,integrate,0.3103908520685302,38.0,,
1948,mechanism,0.3102250231218718,47.0,,
1949,structure,0.3101618011081943,187.0,,
1950,adoption,0.3101373268784036,15.0,,
1951,causal,0.3100957492799279,11.0,,
1952,available,0.3100661653589459,257.0,,
1953,complementary,0.310023074952881,8.0,,
1954,disruption,0.3099343998098998,9.0,,
1955,quota,0.3099090940879346,8.0,,
1956,indirect,0.3098635773511902,15.0,,
1957,refinement,0.3097726730439549,5.0,,
1958,organ,0.3097437849801818,22.0,,
1959,natural,0.3096921648505419,133.0,,
1960,prior,0.3096819404163444,45.0,,
1961,accuracy,0.3096253194174039,16.0,,
1962,planner,0.3095996046429099,11.0,,
1963,university,0.3095630817234842,179.0,,
1964,participant,0.3094732091160718,26.0,,
1965,ensure,0.3094490212364157,132.0,,
1966,comprise,0.309441760676392,32.0,,
1967,disc,0.3093943804434458,22.0,,
1968,furthermore,0.3093473783955062,27.0,,
1969,highway,0.3093345570370356,13.0,,
1970,watt,0.3092757508587834,10.0,,
1971,constraint,0.3092308299466373,24.0,,
1972,gallon,0.3092308299466373,8.0,,
1973,conclusion,0.3091398149304367,69.0,,
1974,livestock,0.3091187110811888,8.0,,
1975,neutral,0.3090515651414816,15.0,,
1976,seas,0.3090068532610648,8.0,,
1977,interaction,0.3089852334097857,31.0,,
1978,plan,0.3088632703426462,432.0,,
1979,code,0.3087839159141989,64.0,,
1980,harvard,0.3087839159141989,5.0,,
1981,trailer,0.3087098327660725,6.0,,
1982,mandate,0.3085936467069303,7.0,,
1983,kent,0.3084882662917022,24.0,,
1984,poorly,0.3084293540684524,10.0,,
1985,advanced,0.3084195423841459,45.0,,
1986,proceedings,0.3083976619988604,39.0,,
1987,include,0.3083724961973734,534.0,,
1988,interfere,0.3083096483703326,14.0,,
1989,steady,0.308210702391464,27.0,,
1990,iv,0.3080875065508391,26.0,,
1991,determination,0.3080706464306309,26.0,,
1992,al,0.308020101542181,52.0,,
1993,comparable,0.3079795059400079,17.0,,
1994,toe,0.3079314956024129,15.0,,
1995,alleviate,0.3078150984236353,5.0,,
1996,size,0.3077591718036855,134.0,,
1997,adjustment,0.3074220510986284,19.0,,
1998,sufficient,0.3074186159962798,53.0,,
1999,direction,0.3073775032904376,96.0,,
2000,sheet,0.3073723170312389,59.0,,
2001,medicine,0.3073235325915879,30.0,,
2002,alternative,0.307298523266692,92.0,,
2003,currently,0.3072072307185322,63.0,,
2004,select,0.3071454999602377,75.0,,
2005,lowest,0.3071321263143445,18.0,,
2006,motor,0.3070956206074401,51.0,,
2007,shadow,0.3070162863171283,42.0,,
2008,favourable,0.3069707606565529,13.0,,
2009,simplify,0.3069509939777963,10.0,,
2010,apply,0.3069396400060344,181.0,,
2011,hinge,0.3066805695254601,6.0,,
2012,metre,0.3066096574652942,38.0,,
2013,update,0.3065247009231907,25.0,,
2014,actual,0.3064187160753546,60.0,,
2015,consult,0.3063673219600999,21.0,,
2016,alternate,0.3062918421141891,8.0,,
2017,detect,0.3061723235767043,30.0,,
2018,fix,0.3061302114524241,75.0,,
2019,consulting,0.3061262026984446,7.0,,
2020,owner,0.3060953356645393,74.0,,
2021,supply,0.3060299866049952,113.0,,
2022,occur,0.3059434917768926,135.0,,
2023,sweep,0.3059311804613942,28.0,,
2024,continuous,0.3058940919860363,23.0,,
2025,result,0.3058829637990727,378.0,,
2026,parcel,0.3058808488153811,11.0,,
2027,financing,0.3056832974199857,10.0,,
2028,theoretically,0.3056832974199857,5.0,,
2029,spill,0.3056832974199857,10.0,,
2030,reproductive,0.3056277243518572,6.0,,
2031,mechanic,0.3055583482935343,10.0,,
2032,consist,0.3055470053795304,55.0,,
2033,visually,0.3055167706950586,5.0,,
2034,suitable,0.3054305320238232,52.0,,
2035,seasonal,0.3054026174860567,8.0,,
2036,contribute,0.3053734152170769,55.0,,
2037,robust,0.305350819193125,6.0,,
2038,valve,0.305309420731244,10.0,,
2039,correlation,0.3051854389539463,15.0,,
2040,exist,0.3051546682153217,177.0,,
2041,exert,0.3051441826937552,6.0,,
2042,repair,0.305035782575474,38.0,,
2043,research,0.3050324792949418,236.0,,
2044,underway,0.3050206260580406,5.0,,
2045,territory,0.3049600477586911,38.0,,
2046,fastest,0.3049384311499844,7.0,,
2047,finding,0.3049237682742288,28.0,,
2048,ear,0.304912774053492,48.0,,
2049,conduct,0.3048076858856093,69.0,,
2050,restriction,0.3048057658134075,34.0,,
2051,ramp,0.3046926868185743,5.0,,
2052,unlimited,0.3046654593244819,6.0,,
2053,consideration,0.304646903967171,66.0,,
2054,exclusion,0.3046168771461685,14.0,,
2055,expose,0.3045422777487394,32.0,,
2056,sub,0.3045295528348681,10.0,,
2057,regards,0.3044278746761955,12.0,,
2058,produce,0.3043388875031664,260.0,,
2059,likelihood,0.3041645141784045,10.0,,
2060,embed,0.3041241250107965,8.0,,
2061,conjunction,0.304062054056374,13.0,,
2062,san,0.3039958394551594,22.0,,
2063,protect,0.3039305193743422,77.0,,
2064,volume,0.3039018966317174,58.0,,
2065,internal,0.3038939788842577,56.0,,
2066,gravity,0.3038825004677558,10.0,,
2067,network,0.3038145690942112,78.0,,
2068,breeze,0.3037554646510944,12.0,,
2069,abstract,0.3036839757553478,21.0,,
2070,d,0.3035877577516394,125.0,,
2071,drive,0.3034899829614347,191.0,,
2072,qualify,0.303489113798179,12.0,,
2073,environmentally,0.3034824739098345,5.0,,
2074,enhancement,0.3034824739098345,5.0,,
2075,drainage,0.3034725157976546,8.0,,
2076,total,0.3034524080229567,151.0,,
2077,external,0.3034494500521291,41.0,,
2078,expense,0.3034049063089632,39.0,,
2079,eagle,0.3033801460499779,14.0,,
2080,initial,0.3033721764216197,57.0,,
2081,individually,0.3032792949774358,9.0,,
2082,cone,0.3031912236199758,6.0,,
2083,eliminate,0.3031846247720787,20.0,,
2084,automatic,0.3029901924559827,19.0,,
2085,motion,0.3029100777182374,44.0,,
2086,specific,0.3028040033828129,92.0,,
2087,field,0.3027946313724863,174.0,,
2088,value,0.3027600104903395,220.0,,
2089,ridge,0.3027595008566611,14.0,,
2090,fig,0.3027519710786217,67.0,,
2091,implement,0.302742374646241,36.0,,
2092,challenging,0.3026531058800508,10.0,,
2093,diagnostic,0.302600927854786,6.0,,
2094,store,0.3024733306801336,75.0,,
2095,trail,0.3023408843942416,22.0,,
2096,property,0.3023060601737811,134.0,,
2097,response,0.3022993413101456,117.0,,
2098,consider,0.302161006056938,245.0,,
2099,specifically,0.3020951400628315,30.0,,
2100,underground,0.3020822409052724,18.0,,
2101,indoors,0.3019920436454998,5.0,,
2102,increase,0.3019877019814481,338.0,,
2103,emergency,0.3019875003657158,34.0,,
2104,bo,0.3019148662601636,5.0,,
2105,region,0.3017964829651677,108.0,,
2106,agency,0.3017204422718684,76.0,,
2107,force,0.3016935704782445,291.0,,
2108,necessary,0.3016830018492902,143.0,,
2109,depend,0.3016159919364314,98.0,,
2110,handbook,0.3016073905735868,5.0,,
2111,mutually,0.3015308281477576,5.0,,
2112,correctly,0.3015053344289105,15.0,,
2113,liquid,0.3014821700542862,22.0,,
2114,agricultural,0.3014257536387411,32.0,,
2115,build,0.3013804220801874,162.0,,
2116,exacerbate,0.3013018702305118,5.0,,
2117,information,0.3012865950211258,304.0,,
2118,partial,0.3012692508479935,14.0,,
2119,shipping,0.3012396160704278,11.0,,
2120,facilitate,0.3011877991550612,14.0,,
2121,manufacturer,0.3011766302808878,34.0,,
2122,related,0.3011598818365697,68.0,,
2123,standard,0.3010047659388317,175.0,,
2124,recommendation,0.3009616856873045,31.0,,
2125,conditional,0.3009442693695353,7.0,,
2126,simultaneous,0.3008472020543598,5.0,,
2127,im,0.3008095065545521,6.0,,
2128,integration,0.3007995916000147,19.0,,
2129,regardless,0.3007467463731382,12.0,,
2130,landscape,0.3007353442342357,33.0,,
2131,strict,0.3007153970003847,16.0,,
2132,high,0.3007126154998286,338.0,,
2133,transition,0.3006930171089658,21.0,,
2134,cycle,0.3006778047355244,40.0,,
2135,storm,0.3006515076410507,25.0,,
2136,attach,0.3006310963785792,39.0,,
2137,construct,0.3006214714337327,37.0,,
2138,probe,0.3006214714337327,15.0,,
2139,lower,0.3005373577640876,107.0,,
2140,compensation,0.3004266924809758,25.0,,
2141,institute,0.3003043016707689,46.0,,
2142,cooperation,0.3002475947449911,10.0,,
2143,shape,0.300191057036742,79.0,,
2144,dimension,0.3001828686832773,23.0,,
2145,cape,0.3001545784293132,8.0,,
2146,indication,0.3001390932037029,24.0,,
2147,array,0.3000988549604254,10.0,,
2148,uncertainty,0.2999505742499988,20.0,,
2149,definition,0.2998530219617328,47.0,,
2150,hood,0.2998396632841411,10.0,,
2151,draft,0.2996869202459634,35.0,,
2152,earth,0.2996553787772474,65.0,,
2153,highly,0.2996361897560737,69.0,,
2154,washington,0.2996002309861833,24.0,,
2155,develop,0.2994964074727372,213.0,,
2156,orient,0.2994473739942374,6.0,,
2157,mode,0.2992402659000285,30.0,,
2158,relevant,0.2992098839904343,60.0,,
2159,soil,0.299202168402806,37.0,,
2160,convention,0.2991951339924913,35.0,,
2161,various,0.2991933391699623,116.0,,
2162,specify,0.2991718537382146,38.0,,
2163,undertake,0.2990871498783449,52.0,,
2164,adhere,0.2990219437831619,6.0,,
2165,nearest,0.298941334851432,18.0,,
2166,extreme,0.2989048534092903,32.0,,
2167,thickness,0.2988407635104554,6.0,,
2168,overhead,0.298810633116216,12.0,,
2169,ref,0.2988017748305745,34.0,,
2170,navigation,0.2987805216065871,5.0,,
2171,signal,0.2987217535111366,43.0,,
2172,preparation,0.298577761067239,32.0,,
2173,commission,0.2985519022446237,93.0,,
2174,complete,0.2984084546004938,147.0,,
2175,stalk,0.2983489955433496,5.0,,
2176,anticipate,0.2982162096915132,21.0,,
2177,option,0.2981997122111369,68.0,,
2178,theoretical,0.2981606044630372,22.0,,
2179,advantage,0.2979875901654013,75.0,,
2180,fishery,0.2979111743046246,7.0,,
2181,adequate,0.2977224767783025,26.0,,
2182,function,0.2976382886177442,110.0,,
2183,migrant,0.2976382886177442,5.0,,
2184,holland,0.2975806025047017,11.0,,
2185,persian,0.2975325835981153,6.0,,
2186,efficient,0.2975265156584747,29.0,,
2187,empirical,0.297516587955537,11.0,,
2188,eg,0.2974007785441402,16.0,,
2189,expensive,0.2973986893131147,42.0,,
2190,tan,0.2973569237605929,7.0,,
2191,direct,0.2972461533270073,117.0,,
2192,automatically,0.2972343429088611,20.0,,
2193,lung,0.2972318445125402,14.0,,
2194,describe,0.2971223367535081,170.0,,
2195,absorption,0.2970075192238568,7.0,,
2196,lifetime,0.2969807469121915,13.0,,
2197,score,0.2969191847249832,63.0,,
2198,derive,0.2969159914536698,38.0,,
2199,probability,0.2969081543238234,14.0,,
2200,commercial,0.2969031914694169,60.0,,
2201,attain,0.2967375061612214,9.0,,
2202,indicator,0.2966606374855585,14.0,,
2203,version,0.2966560292737627,75.0,,
2204,behavioural,0.296365290784666,7.0,,
2205,reasonable,0.2962772623236016,44.0,,
2206,jointly,0.2961449662159187,8.0,,
2207,outer,0.2959142072932263,17.0,,
2208,accommodate,0.2958155537776669,15.0,,
2209,consume,0.2957073253269174,14.0,,
2210,segment,0.295691192716947,12.0,,
2211,heat,0.2956821608210629,50.0,,
2212,variant,0.2956347712048368,8.0,,
2213,pricing,0.2955502629824484,8.0,,
2214,above,0.2955125925499964,177.0,,
2215,inventory,0.2952976265788621,5.0,,
2216,manner,0.2951830437701074,41.0,,
2217,coast,0.2951730015750222,35.0,,
2218,proceeding,0.2950964696400167,5.0,,
2219,moderate,0.2949906420708486,12.0,,
2220,c,0.2949750763238896,218.0,,
2221,cause,0.2949517116543778,210.0,,
2222,log,0.2948517494848359,15.0,,
2223,ed,0.2948170889883897,16.0,,
2224,temperature,0.2947630684960379,40.0,,
2225,solid,0.2947532251497882,27.0,,
2226,equal,0.2947033012330445,50.0,,
2227,degree,0.2946377993896203,89.0,,
2228,archaeological,0.2944649729458327,6.0,,
2229,combine,0.2943622871917027,53.0,,
2230,survey,0.2943587957288501,73.0,,
2231,demonstrate,0.2942429661002673,46.0,,
2232,purpose,0.2942299265292201,103.0,,
2233,initiate,0.2941905980593648,15.0,,
2234,hence,0.2941051762665819,32.0,,
2235,weather,0.2940919390683742,41.0,,
2236,respect,0.2938586776863197,69.0,,
2237,digital,0.2938216159471907,13.0,,
2238,use,0.2937849152097581,1071.0,,
2239,nitrogen,0.2937006377693265,6.0,,
2240,tank,0.2936667975819443,32.0,,
2241,step,0.2936364404004656,129.0,,
2242,truck,0.2936194613286559,12.0,,
2243,vi,0.2936104501850413,9.0,,
2244,gap,0.2934795697334915,33.0,,
2245,wholesale,0.2934521300799811,5.0,,
2246,ground,0.2932907496392207,110.0,,
2247,t,0.2932536475578019,79.0,,
2248,land,0.2932520222060228,168.0,,
2249,perception,0.2932497573909656,22.0,,
2250,receipt,0.2932079645893739,14.0,,
2251,enact,0.2931299094754696,5.0,,
2252,enforcement,0.293037224449094,9.0,,
2253,vii,0.2930016239198324,5.0,,
2254,validity,0.2930016239198324,9.0,,
2255,golden,0.2928225976896305,25.0,,
2256,mar,0.2926664951226673,20.0,,
2257,consultancy,0.2926294024848262,6.0,,
2258,revision,0.2926117493844842,9.0,,
2259,harbour,0.2926029252661675,16.0,,
2260,rate,0.2925641950509483,207.0,,
2261,percentage,0.2925613476676918,21.0,,
2262,presentation,0.2923779291915466,25.0,,
2263,equivalent,0.2923754816023717,31.0,,
2264,concern,0.2921881677291101,114.0,,
2265,progressively,0.2921760148957459,5.0,,
2266,address,0.2921457370876334,79.0,,
2267,resident,0.2920938797843164,36.0,,
2268,conclude,0.2920502480384783,38.0,,
2269,rapid,0.2920371662379781,24.0,,
2270,focus,0.2920188576995373,60.0,,
2271,water,0.2919934246096404,243.0,,
2272,relatively,0.2919702739043156,51.0,,
2273,counsel,0.2919326398719373,8.0,,
2274,consultant,0.291886049639577,21.0,,
2275,practical,0.2918747257220115,50.0,,
2276,sea,0.2918400945907085,82.0,,
2277,bonus,0.2917719392976137,9.0,,
2278,accord,0.2917182782497472,115.0,,
2279,el,0.2916679877704943,9.0,,
2280,frame,0.2916037493596357,35.0,,
2281,provide,0.2915560658269088,354.0,,
2282,reef,0.2915504473067863,5.0,,
2283,mobile,0.2915391484092648,11.0,,
2284,ms,0.2914521418146475,12.0,,
2285,bias,0.2913574759474858,9.0,,
2286,spring,0.2912873433685159,49.0,,
2287,attack,0.2912585858488252,107.0,,
2288,consequently,0.2912329734472496,16.0,,
2289,dioxide,0.2912201122740928,9.0,,
2290,large,0.291190499629964,257.0,,
2291,accurately,0.2911515774378768,9.0,,
2292,database,0.2911173466476577,28.0,,
2293,monthly,0.2910936626875822,13.0,,
2294,norway,0.2910148003717124,9.0,,
2295,concrete,0.2909365300546921,17.0,,
2296,scope,0.2909217660435687,22.0,,
2297,clarify,0.2909124725118558,9.0,,
2298,phenomenon,0.2907825514806678,22.0,,
2299,amount,0.2907565352820638,125.0,,
2300,contracting,0.2906881154781636,5.0,,
2301,insert,0.2905922822733991,14.0,,
2302,disorder,0.2904159778111755,17.0,,
2303,commonly,0.290391435955744,16.0,,
2304,unwanted,0.2902626852670881,5.0,,
2305,effectiveness,0.2901325379799577,13.0,,
2306,seal,0.2900965772806355,20.0,,
2307,indicate,0.2900689809772906,77.0,,
2308,separately,0.2900650678913963,11.0,,
2309,edge,0.2899160211819659,60.0,,
2310,buffer,0.2899010054256192,6.0,,
2311,slope,0.2898447381007723,16.0,,
2312,abnormal,0.2896016716719876,5.0,,
2313,statistical,0.289532858704329,13.0,,
